Nama Produk,SKU / Kode Produk,Barcode,Kategori,Satuan Dasar,Merk / Brand,Lokasi / Rak,Hitung Stok (ya/tidak),Harga Modal / Beli,Harga Jual Eceran,Harga Jual Grosir,Harga Jual Promo,Diskon per Item (Rp),Stok di Rak / Display,Stok di Gudang,Stok Minimum,Stok Minimum Gudang,Satuan Beli dari Supplier,Isi per Satuan Beli,Satuan Jual Besar,Harga Jual Besar Satuan,Harga Jual Besar Grosir,Harga Jual Besar Promo,Produk Master (ID),Qty Isi per Paket,Jenis Isi Paket,Satuan Isi Paket,HPP (AVCO),Total Aset
KUNCI SOK T 14 BIASA,MVPKUN04,MVPKUN04,Alat tukang,PCS,VPR,,tidak,0,15000,0,,0,0,5,3,,,1,,,,,,,,,0,0
KUNCI SOK T 17 BIASA,MVPKUN05,MVPKUN05,Alat tukang,PCS,VPR,,tidak,0,17000,0,,0,0,1,3,,,1,,,,,,,,,0,0
KUNCI SOK T 8 BIASA,MVPKUN02,MVPKUN02,Alat tukang,PCS,VPR,,tidak,0,12000,0,,0,0,3,3,,,1,,,,,,,,,0,0
KUNCI SOK T TEKIRO 10,MTEKUN28,MTEKUN28,Alat teknik,PCS,TEKIRO,Area 02,ya,22000,30000,0,,0,5,5,3,,,1,,,,,,,,,0,0
KUNCI SOK T TEKIRO 12,MTEKUN29,MTEKUN29,Alat teknik,PCS,TEKIRO,Area 02,ya,22000,30000,0,,0,5,5,3,,,1,,,,,,,,,0,0
KUNCI SOK T TEKIRO 8,MTEKUN27,MTEKUN27,Alat teknik,PCS,TEKIRO,Area 02,ya,20350,30000,0,,0,8,5,3,,,1,,,,,,,,,0,0
KUNCI SOK T10 GIGAN,MNOKUN01,MNOKUN01,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
KUNCI SOK T10 MM,KC SOK T10,MHIKUN04,Umum,PCS,HIOSHI,,tidak,0,11000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK T12 FREED,MFRKUN01,MFRKUN01,Alat tukang,PCS,FREED,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
KUNCI SOK T12 MM,KC SOK T12,MHIKUN05,Umum,PCS,HIOSHI,,tidak,0,11000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK T14 FREED,MFRKUN02,MFRKUN02,Alat tukang,PCS,FREED,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
KUNCI SOK T17 OLIQ,MOLKUN02,MOLKUN02,Alat tukang,PCS,OLIQ,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
KUNCI SOK T8 MM,KC SOK T8,MHIKUN06,Umum,PCS,HIOSHI,,tidak,0,11000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK T8 OLIQ,MOLKUN01,MOLKUN01,Alat tukang,PCS,OLIQ,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
KUNCI SOK T9 MM,KC SOK T9,MHIKUN07,Umum,PCS,HIOSHI,,tidak,0,11000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 10 - 12 - 14 FREED,MFRKUN03,MFRKUN03,Alat tukang,PCS,FREED,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 10 - 12 - 14 VENUS,MVEKUN03,MVEKUN03,Alat tukang,PCS,VENUS,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 10 X 11 X 13,KC Y 10X11X13,MHIKUN08,Umum,PCS,HIOSHI,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 10 X 12 X 14,KC Y 10X12X14,MHIKUN09,Umum,PCS,HIOSHI,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 10-12-14 BIASA,MOLKUN03,MOLKUN03,Alat tukang,PCS,OLIQ,,tidak,0,13000,0,,0,0,6,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 12 - 14 - 17 MALVIN,MMAKUN01,MMAKUN01,Alat tukang,PCS,MALVIN,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 12 - 14 - 17 OLIQ,MOLKUN04,MOLKUN04,Alat tukang,PCS,OLIQ,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 12 - 14 - 17 POLOS,MNOKUN07,MNOKUN07,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 12 X 14 X 17,KC Y 12X14X17,MHIKUN10,Umum,PCS,HIOSHI,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 12-14-17 BIASA,MVPKUN06,MVPKUN06,Alat tukang,PCS,VPR,,tidak,0,16000,0,,0,0,3,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 8 - 10 - 12 POLOS,MNOKUN08,MNOKUN08,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 8 - 9 - 10 OLIQ,MOLKUN05,MOLKUN05,Alat tukang,PCS,OLIQ,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 8 X 10 X 12,KC Y 8X10X12,MHIKUN11,Umum,PCS,HIOSHI,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 8 X 9 X 10,KC Y 8X9X10,MHIKUN12,Umum,PCS,HIOSHI,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 8-10-12 BIASA,MVPKUN07,MVPKUN07,Alat tukang,PCS,VPR,,tidak,0,13000,0,,0,0,4,3,,,1,,,,,,,,,0,0
KUNCI SOK Y 8-9-10 BIASA,SOKY8910,SOKY8910,Alat tukang,PCS,,,tidak,0,15000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KUNCI SOK Y TEKIRO 10-12-14,MTEKUN31,MTEKUN31,Alat teknik,PCS,TEKIRO,Area 02,ya,25800,32000,0,,0,6,3,3,,,1,,,,,,,,,0,0
KUNCI SOK Y TEKIRO 8-10-12,MTEKUN30,MTEKUN30,Alat teknik,PCS,TEKIRO,Area 02,ya,24900,30000,0,,0,6,5,3,,,1,,,,,,,,,0,0
KUNCI SWING ALM 9123 DOWS,MDOKUN01,MDOKUN01,Umum,PCS,DOWS,Area 01,tidak,0,0,0,0,0,0,0,3,,PCS,12,PCS,0,0,0,,,,,0,0
KUNCI TANGGUNG PROFIX 601-2,KP TGG PROF601,MPRKUN01,Umum,PCS,PROFIX,,tidak,0,70000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TANGGUNG PROFIX 602-2,KP TGG PROF602,MPRKUN02,Umum,PCS,PROFIX,,tidak,0,70000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TANGGUNG PROFIX 603-1,KP TGG PROF603-1,MPRKUN04,Umum,PCS,PROFIX,,tidak,0,70000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TANGGUNG PROFIX 603-2,KP TGG PROF603,MPRKUN03,Umum,PCS,PROFIX,,tidak,0,70000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TANGGUNG PROFIX 605-2,KP TGG PROF605,MPRKUN05,Umum,PCS,PROFIX,,tidak,0,70000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TANGGUNG VERDASCE BLACK GOLD,KC TGG VRDS BLK,MVEKUN04,Umum,PCS,VERDASCE,,tidak,0,84787.5,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8301-1,KP TGG GM 8301-1,MGOKUN14,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8301-2,KP TGG GM 8301-2,MGOKUN15,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8301-3,KP TGG GM 8301-3,MGOKUN16,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8302-1,KP TGG GM 8302-1,MGOKUN17,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8302-2,KP TGG GM 8302-2,MGOKUN18,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8302-3,KP TGG GM 8302-3,MGOKUN19,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8309-1,KP TGG GM 8309-1,MGOKUN20,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8309-2,KP TGG GM 8309-2,MGOKUN21,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8311-1,KP TGG GM 8311-1,MGOKUN22,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8311-2,KP TGG GM 8311-2,MGOKUN23,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8312-1,KP TGG GM 8312-1,MGOKUN24,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8312-2,KP TGG GM 8312-2,MGOKUN25,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8501 GY,KP TGG GM 8501 GY,MGOKUN26,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO 8502 GY,KP TGG GM 8502 GY,MGOKUN27,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TGG GOMEO SS 868,KP TGG GM SS868,MGOKUN28,Umum,PCS,GOMEO,,tidak,0,160000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KUNCI TIP-ON TO-1,MHUKUN12,MHUKUN12,Umum,PCS,HUBEN,Area 01,tidak,0,0,0,0,0,0,90,3,,PCS,100,PCS,0,0,0,,,,,0,0
KURSI BAKSO HELMUT,KURBAHEL,KURBAHEL,Plastik,PCS,,,tidak,0,50000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KURSI SEGI TANGGUNG HYPER,MNOKUR02,MNOKUR02,Plastik,PCS,,,ya,28600,44000,44000,,0,2,0,3,,,1,,,,,,,,,28600,57200
KURSI SEGI TANGGUNG PREM,MNOKUR01,MNOKUR01,Plastik,PCS,,,ya,20800,32000,32000,,0,1,0,3,,,1,,,,,,,,,20800,20800
KURSI SENDER DEWASA ANYAM PREM,MNOKUR06,MNOKUR06,Plastik,PCS,,,ya,59150,86000,86000,,0,4,0,3,,,1,,,,,,,,,59150,236600
KURSI SENDER LOVE POLOS HYPER,MNOKUR04,MNOKUR04,Plastik,PCS,,,ya,32500,50000,50000,,0,0,0,3,,,1,,,,,,,,,32500,0
KURSI SENDER LOVE PREM,MNOKUR05,MNOKUR05,Plastik,PCS,,,ya,25350,39000,39000,,0,1,0,3,,,1,,,,,,,,,25350,25350
KURSI SENDER LOVE PRINTING,MNOKUR03,MNOKUR03,Plastik,PCS,,,ya,35750,55000,55000,,0,2,0,3,,,1,,,,,,,,,35750,71500
LAKBAN BENING 72 Y,LK BNG 72,MNOLAK01,Umum,PCS,,,tidak,0,12000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LAKBAN BENING DAIICHI,LK BNG DCH,MDALAK01,Umum,PCS,DAICHI,,tidak,0,12000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LAKBAN COKLAT 90 Y,LK CKLT 90,MNILAK02,Umum,PCS,NIHON,,tidak,0,12000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LAKBAN HITAM 80 Y,LK HTM 80,MNILAK01,Umum,PCS,NIHON,,tidak,0,14000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LAKER ARTCO,LAKER AR,MARLAK01,Umum,PCS,ARTCO,,tidak,0,15000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LAKER ARTCO,MLAKART,MNOLAK02,Alat tukang,PCS,,,tidak,0,14000,0,,0,0,0,5,,,1,,,,,,,,,0,0
LAKER TOKIO,LAKER TK,MTOLAK01,Umum,PCS,TOKIO,,tidak,0,12000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 10W 6500K,MLULAM14,MLULAM14,Rumah tangga,PCS,LUBY,Area 04,tidak,14173,35000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 14W 6500K,MLULAM15,MLULAM15,Rumah tangga,PCS,LUBY,Area 04,tidak,18179,40000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 18W 6500K,MLULAM16,MLULAM16,Rumah tangga,PCS,LUBY,Area 04,tidak,22800,45000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 28W 6500K,MLULAM17,MLULAM17,Rumah tangga,PCS,LUBY,Area 04,tidak,33276,57000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 38W 6500K,MLULAM18,MLULAM18,Rumah tangga,PCS,LUBY,Area 04,tidak,47448,75000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 45W 6500K,MLULAM19,MLULAM19,Rumah tangga,PCS,LUBY,Area 04,tidak,59465,90000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 50W 6500K,MLULAM20,MLULAM20,Rumah tangga,PCS,LUBY,Area 04,tidak,67784,105000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CAPSULE 5W 6500K,MLULAM13,MLULAM13,Rumah tangga,PCS,LUBY,Area 04,tidak,10475,29000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 12W 6500K,MLULAM24,MLULAM24,Rumah tangga,PCS,LUBY,Area 04,tidak,16638,28000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 15W 6500K,MLULAM25,MLULAM25,Rumah tangga,PCS,LUBY,Area 04,tidak,20335,35000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 18W 6500K,MLULAM26,MLULAM26,Rumah tangga,PCS,LUBY,Area 04,tidak,24341,42000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 24W 6500K,MLULAM27,MLULAM27,Rumah tangga,PCS,LUBY,Area 04,tidak,38206,66000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 30W 6500K,MLULAM28,MLULAM28,Rumah tangga,PCS,LUBY,Area 04,tidak,51762,86000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 40W 6500K,MLULAM29,MLULAM29,Rumah tangga,PCS,LUBY,Area 04,tidak,70865,115000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 50W 6500K,MLULAM30,MLULAM30,Rumah tangga,PCS,LUBY,Area 04,tidak,104757,160000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 5W 6500K,MLULAM21,MLULAM21,Rumah tangga,PCS,LUBY,Area 04,tidak,10601,18000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 7W 6500K,MLULAM22,MLULAM22,Rumah tangga,PCS,LUBY,Area 04,tidak,12941,22000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY CLASSIC 9W 6500K,MLULAM23,MLULAM23,Rumah tangga,PCS,LUBY,Area 04,tidak,14481,26000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY NEW ALADDIN 10W 6500K,MLULAM03,MLULAM03,Rumah tangga,PCS,LUBY,Area 04,tidak,48681,80000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY NEW ALADDIN 12W,MLULAM04,MLULAM04,Rumah tangga,PCS,LUBY,Area 04,tidak,55459,95000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY NEW ALADDIN 16W,MLULAM05,MLULAM05,Rumah tangga,PCS,LUBY,Area 04,tidak,66551,105000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY NEW ALADDIN 28W,MLULAM06,MLULAM06,Rumah tangga,PCS,LUBY,Area 04,tidak,95514,155000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY NEW ALADDIN 6W 6500K,MLULAM01,MLULAM01,Rumah tangga,PCS,LUBY,Area 04,tidak,37589,60000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY NEW ALADDIN 8W 6500K,MLULAM02,MLULAM02,Rumah tangga,PCS,LUBY,Area 04,tidak,42519,70000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY SUMO 12W,MLULAM07,MLULAM07,Rumah tangga,PCS,LUBY,Area 04,tidak,11893,21000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY SUMO 16W,MLULAM08,MLULAM08,Rumah tangga,PCS,LUBY,Area 04,tidak,15282,27000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY SUMO 22W,MLULAM09,MLULAM09,Rumah tangga,PCS,LUBY,Area 04,tidak,19411,33000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY SUMO 30W,MLULAM10,MLULAM10,Rumah tangga,PCS,LUBY,Area 04,tidak,27114,46000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY SUMO 40W,MLULAM11,MLULAM11,Rumah tangga,PCS,LUBY,Area 04,tidak,37959,65000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY SUMO 48W,MLULAM12,MLULAM12,Rumah tangga,PCS,LUBY,Area 04,tidak,46586,80000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
LAMPU LUBY SUMO 58W,LLUBSM58,LLUBSM58,Listrik,PCS,LUBY,,ya,57000,87000,0,,0,10,10,5,,,1,,,,,,,,,0,0
LAP MICRO FIBER,LAPMCFBR,LAPMCFBR,Plastik,PCS,,,ya,10000,15000,0,,0,0,8,5,,,1,,,,,,,,,0,0
LED STRIP MATA KECIL HUBEN NATURAL 2835-120,LEDSTHBN,MNOLED01,Listrik,PCS,,,ya,0,50000,0,,0,50,0,5,,BOX,50,,,,,,,,,0,0
LED STRIP MATA KECIL HUBEN WHITE 2835-120,LEDSTHBW,MNOLED02,Listrik,PCS,,,ya,0,50000,0,,0,50,0,5,,BOX,50,,,,,,,,,0,0
LEM 5 MENIT HANDSOME,LEM 5MNT HD,MHALEM01,Umum,PCS,HANDSOME,,tidak,0,5250,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM 5 MENIT ISCO,MISLEM05,MISLEM05,Umum,PCS,ISCO,,tidak,0,12000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM ALIPHATIC SAKATA 500 GR,LALSA500,MNOLEM08,Alat tukang,PCS,,,tidak,0,30000,0,,0,0,0,5,,,1,,,,,,,,,0,0
LEM BOTOL SEALANT PUTIH YZR,LEM PTH YZR,MYOLEM01,Umum,PCS,YOZURI,,tidak,0,20425,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM BOTOL SOLIGEN CLEAR,MSOLEM01,MSOLEM01,Umum,PCS,SOLIGEN,Area 03,tidak,0,32500,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM BOTOL SOLIGEN HITAM,MSOLEM02,MSOLEM02,Umum,PCS,SOLIGEN,Area 03,tidak,0,32500,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM BOTOL SOLIGEN PUTIH,MSOLEM03,MSOLEM03,Umum,PCS,SOLIGEN,Area 03,tidak,0,32500,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM BOTOL VEGAZ CLEAR,MVELEM01,MVELEM01,Umum,PCS,VEGAZ,Area 03,tidak,0,28000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM BOTOL VEGAZ HITAM,MVELEM02,MVELEM02,Umum,PCS,VEGAZ,Area 03,tidak,0,28000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM BOTOL VEGAZ PUTIH,MVELEM03,MVELEM03,Umum,PCS,VEGAZ,Area 03,tidak,0,28000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE 5 MENIT 12 GR,MDELEM03,MDELEM03,Umum,PCS,DEXTONE,Area 03,tidak,0,14000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE 5 MENIT 48 GR,MDELEM02,MDELEM02,Umum,PCS,DEXTONE,Area 03,tidak,0,22500,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE AUTO SEALER 30 GR,MDELEM06,MDELEM06,Umum,PCS,DEXTONE,Area 03,tidak,0,15000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE AUTO SEALER 70 GR,MDELEM07,MDELEM07,Umum,PCS,DEXTONE,Area 03,tidak,0,25000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE KALENG,MDELEM11,MDELEM11,Umum,PCS,DEXTONE,,tidak,0,15000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE KALENG 100 GR,LEM DEXTONE KLNG,MDXLEM04,Umum,PCS,Q-BOND,,tidak,0,13000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM DEXTONE RED SILICONE BESAR,MDELEM10,MDELEM10,Umum,PCS,DEXTONE,,tidak,0,27500,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE RED SILICONE KECIL,MDELEM09,MDELEM09,Umum,PCS,DEXTONE,,tidak,0,17500,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE SEALANT 30 GR,MDELEM04,MDELEM04,Umum,PCS,DEXTONE,Area 03,tidak,0,15000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM DEXTONE SEALANT 70 GR,MDELEM05,MDELEM05,Umum,PCS,DEXTONE,Area 03,tidak,0,25000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
LEM FOX 400 GR,LEM FOX 400,MFOLEM01,Umum,PCS,FOX,,tidak,0,7276.1,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM FOX 700 GR,LEM FOX 700,MFOLEM02,Umum,PCS,FOX,,tidak,0,14339.9,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM ISARPLAST TUBE 40 GR,LEM ISR 40,MISLEM01,Umum,PCS,ISARPLAST,,tidak,0,5720,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM KAYU PUTIH Q BOND 350 GR,LEM KY,MQBLEM01,Umum,PCS,Q-BOND,,tidak,0,12500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM KAYU PUTIH Q BOND 700 GR,LEM QBOND700,MQBLEM05,Umum,PCS,Q-BOND,,tidak,0,17000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM KAYU PUTIH Q BOND 700 GR 203A,LEM KY 203A,MQBLEM02,Umum,PCS,Q-BOND,,tidak,0,15504,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM KAYU PUTIH Q BOND 750 GR,LEM QBOND750,MQBLEM06,Umum,PCS,Q-BOND,,tidak,0,17000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM KAYU PUTIH Q BOND PUR 24 X 500,LEM PUR500,MQBLEM03,Umum,PCS,Q-BOND,,tidak,0,48000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM KOREA TETES DEXTONE,MDELEM01,MDELEM01,Umum,PCS,DEXTONE,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM KOREA TETES HI-Q,MHILEM01,MHILEM01,Umum,PCS,HI-Q,,tidak,0,5000,0,,0,0,0,3,,,1,,,,,,,,,0,0
LEM KUNING HPL 650 GR Q BOND,LEHPL650,LEHPL650,Alat tukang,PCS,,,ya,54500,60000,0,,0,6,6,5,,,1,,,,,,,,,0,0
LEM PIPA NIPPON PLAST TUBE,LEM NIPLST,MNILEM01,Umum,PCS,NIPPONPLAST,,tidak,0,8000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM PRALON TUBE Q PLAST,LEM PRL TUBE,MQPLEM03,Umum,PCS,QPLAST,,tidak,0,5145,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM PVC PLAS 100 GR (FOX),LEM PVC 100,MFOLEM03,Umum,PCS,FOX,,tidak,0,12432,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM Q PLAST 100 GR,LEM PRL KLNG K,MQPLEM02,Umum,PCS,QPLAST,,tidak,0,18000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM Q PLAST 400 GR,LEM PRL KLNG,MQPLEM01,Umum,PCS,QPLAST,,tidak,0,50000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SEALANT BESAR HANDSOME,LEM KC HAND,MHALEM02,Umum,PCS,HANDSOME,,tidak,0,102500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SILICONE BLACK HIOSHI,SILBLCK,MHILEM02,Umum,PCS,HIOSHI,,tidak,0,17812.5,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SILICONE CLEAR HIOSHI,SILCLR,MHILEM03,Umum,PCS,HIOSHI,,tidak,0,17812.5,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SILICONE ONE DROP BLACK / HITAM,LEM SIL ODBL,MONLEM02,Umum,PCS,ONE DROP,,tidak,0,17500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SILICONE ONE DROP CLEAR,LEM SIL ODCL,MONLEM03,Umum,PCS,ONE DROP,,tidak,0,17500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SILICONE ONE DROP PUTIH,LEM SIL ODWHT,MONLEM04,Umum,PCS,ONE DROP,,tidak,0,17500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SILICONE WHITE HIOSHI,SILWHT,MHILEM04,Umum,PCS,HIOSHI,,tidak,0,17812.5,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SOSIS BLACK,LEM SS BC,MHALEM03,Umum,PCS,HANDSOME,,tidak,0,40000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SOSIS BLACK ISCO,LEM SS BC IS,MISLEM02,Umum,PCS,ISCO,,tidak,0,40000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
LEM SOSIS CLEAR ISCO,LEM SS CLR,MISLEM03,Umum,PCS,ISCO,,tidak,0,28900,0,0,0,0,0,3,,,1,,,,,,,,,0,0
